Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,addicted
7490,6,32,3,1,50,1,20,4,4,27,not addicted
7491,10,39,2,0,50,1,23,8,7,27,addicted
7492,4,31,2,0,71,3,25,8,3,31,addicted
7493,4,24,2,0,46,1,36,7,3,24,not addicted
7494,7,24,0,0,30,1,53,11,5,25,not addicted
7495,11,27,4,3,68,0,31,6,8,25,addicted
7496,7,40,1,2,73,1,40,5,5,34,addicted
7497,7,32,2,2,63,1,44,8,4,29,addicted
7498,2,27,1,0,51,0,28,7,2,24,not addicted
7499,7,25,2,0,47,1,28,11,5,30,not addicted
7500,8,45,4,2,75,2,18,6,5,37,addicted
7501,11,27,4,1,80,3,37,6,7,42,addicted
7502,8,24,2,1,43,1,37,7,5,22,not addicted
7503,11,34,1,1,52,2,42,8,8,21,addicted
7504,7,25,0,0,49,1,32,6,5,34,not addicted
7505,8,26,2,0,59,1,38,5,6,22,not addicted
7506,9,30,2,3,62,1,31,8,6,27,addicted
7507,9,17,1,2,52,0,36,5,6,27,not addicted
7508,3,23,0,2,55,1,45,9,2,18,not addicted
7509,7,40,4,2,64,1,22,6,5,32,addicted
7510,10,28,3,0,76,2,18,3,6,32,addicted
7511,10,38,1,1,61,0,44,6,6,28,addicted
7512,3,29,3,1,70,0,27,5,2,21,addicted
7513,4,40,2,1,60,0,17,5,3,27,addicted
7514,9,43,3,1,76,1,20,6,6,31,addicted
7515,2,31,1,0,44,0,22,7,1,23,not addicted
7516,2,21,1,1,49,1,40,5,0,31,not addicted
7517,6,46,4,2,69,1,42,7,4,26,addicted
7518,11,22,2,1,70,2,40,6,8,28,addicted
7519,2,31,2,0,61,1,45,4,1,21,not addicted
7520,5,16,1,0,51,0,46,8,3,26,not addicted
7521,5,37,3,0,75,2,16,6,4,32,addicted
7522,8,30,2,0,63,3,28,8,5,27,addicted
7523,10,45,2,1,80,1,38,8,6,23,addicted
7524,12,30,3,1,81,1,35,5,9,40,addicted
7525,2,30,0,0,41,1,32,6,1,24,not addicted
7526,10,38,1,1,69,0,29,5,6,30,addicted
7527,2,26,0,0,39,1,27,1,1,24,not addicted
7528,2,29,1,2,45,1,27,12,1,26,not addicted
7529,11,36,1,1,96,2,37,5,8,26,addicted
7530,2,20,1,2,50,1,37,7,1,30,not addicted
7531,11,31,3,1,61,2,15,3,7,26,addicted
7532,6,42,5,1,75,4,19,5,4,32,addicted
7533,2,22,2,1,59,0,36,8,1,17,not addicted
7534,9,36,2,1,65,1,15,5,6,29,addicted
7535,5,23,0,1,48,1,35,5,4,23,not addicted
7536,6,25,1,2,47,1,33,3,4,25,not addicted
7537,8,27,0,0,58,2,41,5,6,33,addicted
7538,11,33,1,2,77,0,23,3,8,39,addicted
7539,6,29,0,1,54,0,39,2,4,39,addicted
7540,10,38,2,1,75,2,35,8,6,39,addicted
7541,11,38,3,0,75,4,42,7,8,38,addicted
7542,11,41,2,0,83,1,31,7,7,34,addicted
7543,11,19,0,2,55,0,31,5,7,30,not addicted
7544,3,23,1,0,45,1,34,8,2,20,not addicted
7545,12,34,0,0,78,0,19,5,8,32,addicted
7546,6,26,2,1,44,1,23,9,4,32,not addicted
7547,3,30,2,0,41,0,54,6,2,16,not addicted
7548,8,21,1,0,46,1,39,8,5,22,not addicted
7549,8,28,1,1,48,0,44,9,5,22,not addicted
7550,2,20,2,2,44,1,46,8,1,20,not addicted
7551,7,25,4,0,58,1,43,6,4,23,addicted
7552,11,33,4,3,75,2,31,7,8,17,addicted
7553,3,37,3,1,81,3,27,5,2,32,addicted
7554,8,36,4,2,70,0,37,6,5,32,addicted
7555,12,34,0,0,77,3,21,6,9,29,addicted
7556,11,30,2,2,65,2,24,6,7,46,addicted
7557,6,26,1,1,41,0,29,10,4,17,not addicted
7558,3,34,1,0,56,0,33,7,2,28,not addicted
7559,7,23,1,0,52,1,53,6,5,19,not addicted
7560,10,32,4,1,71,2,15,11,7,29,addicted
7561,3,25,3,1,40,0,40,8,2,25,not addicted
7562,3,24,1,1,48,0,28,8,2,35,not addicted
7563,11,32,3,2,62,3,42,4,7,36,addicted
7564,11,24,1,0,48,2,53,9,7,31,not addicted
7565,10,34,2,1,67,2,29,3,7,17,addicted
7566,3,21,0,1,53,0,39,8,2,45,not addicted
7567,7,28,0,2,50,2,21,6,5,30,not addicted
7568,11,25,0,2,40,1,52,3,7,25,not addicted
7569,3,31,3,0,37,1,41,8,2,28,not addicted
7570,5,38,2,0,58,0,35,8,4,36,addicted
7571,9,24,1,0,79,1,38,9,6,33,addicted
7572,4,31,2,2,68,3,28,4,3,24,addicted
7573,11,31,4,1,85,1,43,7,7,28,addicted
7574,12,37,3,3,68,1,15,5,9,26,addicted
7575,3,21,1,1,41,0,41,7,2,23,not addicted
7576,5,31,2,2,52,1,48,6,4,28,not addicted
7577,4,24,1,2,54,0,50,9,3,33,not addicted
7578,4,31,0,1,82,4,18,5,3,33,addicted
7579,5,26,0,1,55,0,42,7,4,24,not addicted
7580,6,33,2,2,78,2,42,6,4,12,addicted
7581,12,26,0,0,55,1,30,4,9,31,addicted
7582,11,32,4,0,74,1,23,7,8,30,addicted
7583,10,41,1,1,70,0,23,6,6,18,addicted
7584,6,34,3,0,59,0,27,4,4,34,addicted
7585,9,36,2,4,58,2,29,7,6,27,addicted
7586,10,37,2,1,68,2,28,6,7,21,addicted
7587,3,34,0,1,77,1,29,5,2,25,addicted
7588,8,24,1,0,81,0,37,6,5,34,addicted
7589,8,21,0,0,55,1,37,7,5,23,not addicted
7590,7,31,1,2,77,4,33,5,5,27,addicted
7591,2,28,1,2,46,1,33,3,1,24,not addicted
7592,7,45,2,1,68,2,17,9,5,29,addicted
7593,11,28,1,2,59,2,19,3,7,39,addicted
7594,5,30,3,1,72,0,43,6,3,30,addicted
7595,7,37,2,3,83,2,24,5,5,24,addicted
7596,11,44,1,1,68,3,35,4,8,31,addicted
7597,1,27,1,1,53,0,24,5,0,17,not addicted
7598,5,22,1,0,61,1,47,11,3,21,not addicted
7599,2,21,1,1,43,0,39,5,1,20,not addicted
7600,8,36,2,0,76,3,38,9,5,25,addicted
7601,7,33,2,1,72,2,43,5,5,31,addicted
7602,5,25,0,0,49,0,49,8,3,24,not addicted
7603,7,27,4,1,68,1,42,4,5,27,addicted
7604,8,38,2,1,64,3,21,5,5,25,addicted
7605,11,33,2,2,68,2,40,4,8,36,addicted
7606,5,27,2,0,59,1,28,5,4,28,addicted
7607,3,16,1,0,50,1,28,10,2,17,not addicted
7608,1,26,2,0,57,2,37,7,0,27,not addicted
7609,6,30,4,0,67,1,25,6,4,29,addicted
7610,12,32,4,3,76,1,28,8,8,30,addicted
7611,9,45,1,1,66,1,34,4,7,19,addicted
7612,5,25,1,2,47,0,32,6,4,29,not addicted
7613,4,48,1,2,68,0,29,4,3,31,addicted
7614,8,35,1,2,83,1,24,5,5,31,addicted
7615,4,40,2,2,77,2,34,7,3,30,addicted
7616,1,30,2,0,41,1,32,4,0,23,not addicted
7617,3,20,1,2,53,1,36,8,1,20,not addicted
7618,9,48,0,2,64,1,23,9,6,35,addicted
7619,2,26,3,1,36,1,47,11,1,21,not addicted
7620,3,22,2,0,39,0,49,7,2,29,not addicted
7621,9,33,1,1,44,0,28,4,6,21,not addicted
7622,9,42,2,2,72,2,37,6,6,29,addicted
7623,2,31,1,1,57,0,21,8,1,16,not addicted
7624,11,40,2,1,64,4,42,3,7,25,addicted
7625,10,29,3,2,60,1,23,5,6,28,addicted
7626,5,31,2,1,72,0,34,5,3,25,addicted
7627,2,24,0,1,44,1,50,5,0,26,not addicted
7628,3,30,2,2,84,3,25,4,2,20,addicted
7629,11,48,1,4,51,1,20,1,7,35,addicted
7630,8,28,1,1,52,0,20,7,5,28,not addicted
7631,5,31,3,2,71,2,44,4,4,28,addicted
7632,2,29,0,1,54,1,21,9,1,19,not addicted
7633,8,33,1,3,48,1,50,8,5,34,not addicted
7634,8,20,1,2,50,1,34,5,5,29,not addicted
7635,1,25,1,1,64,1,44,5,0,24,not addicted
7636,10,36,2,2,74,1,38,6,7,36,addicted
7637,1,25,1,2,53,0,47,7,0,29,not addicted
7638,12,45,5,1,64,0,17,5,9,36,addicted
7639,2,15,0,1,49,1,43,7,1,32,not addicted
7640,5,30,1,0,56,1,50,5,4,26,not addicted
7641,9,21,1,1,46,0,33,11,6,25,not addicted
7642,4,20,1,0,59,1,25,7,3,15,not addicted
7643,11,35,2,2,60,3,23,5,7,29,addicted
7644,6,35,3,1,71,0,29,5,4,32,addicted
7645,7,34,0,1,54,1,49,9,5,29,not addicted
7646,3,32,3,0,70,2,29,6,2,40,addicted
7647,4,27,0,1,57,0,17,3,2,31,addicted
7648,4,25,0,1,59,0,28,3,3,35,addicted
7649,1,17,1,1,47,1,32,8,0,26,not addicted
7650,10,30,0,1,47,0,30,3,6,28,not addicted
7651,9,23,0,2,75,0,32,4,6,30,addicted
7652,8,29,2,0,50,0,28,7,5,21,not addicted
7653,10,27,2,1,53,1,23,7,6,29,not addicted
7654,6,38,0,1,59,1,27,5,4,25,addicted
7655,6,29,2,2,71,2,26,6,4,31,addicted
7656,7,14,0,2,44,0,24,5,4,20,not addicted
7657,5,28,0,1,52,1,47,7,4,22,not addicted
7658,8,20,1,1,51,2,38,9,5,17,not addicted
7659,7,26,0,2,53,0,25,8,5,30,not addicted
7660,7,27,0,2,45,0,29,7,4,23,not addicted
7661,8,36,1,2,73,1,29,8,5,34,addicted
7662,2,24,1,1,49,0,39,7,1,21,not addicted
7663,12,45,2,3,76,0,41,5,9,33,addicted
7664,12,28,3,3,78,3,16,5,8,23,addicted
7665,2,22,0,1,47,1,26,5,0,27,not addicted
7666,11,31,2,0,70,1,38,4,8,32,addicted
7667,7,31,4,3,46,0,18,8,5,28,addicted
7668,8,38,2,1,55,2,22,4,5,42,addicted
7669,1,32,0,1,53,1,29,9,0,25,not addicted
7670,2,19,0,0,51,1,54,10,1,16,not addicted
7671,11,39,1,1,60,0,31,8,8,31,addicted
7672,2,21,1,0,46,0,25,4,0,26,not addicted
7673,6,31,0,0,46,1,54,4,4,20,not addicted
7674,7,35,2,0,68,0,17,6,5,26,addicted
7675,4,24,1,0,57,2,34,5,3,25,not addicted
7676,1,25,1,0,63,2,52,7,0,25,not addicted
7677,1,32,1,1,45,0,25,8,0,26,not addicted
7678,4,31,4,0,85,0,26,6,3,34,addicted
7679,4,30,0,1,47,2,23,7,3,15,not addicted
7680,11,34,2,1,65,3,17,7,7,34,addicted
7681,7,34,3,3,72,2,43,6,5,34,addicted
7682,4,44,2,0,69,3,36,6,3,25,addicted
7683,7,28,0,1,33,0,40,8,4,24,not addicted
7684,10,25,1,0,40,0,48,5,6,32,not addicted
7685,12,34,2,2,75,0,37,6,9,38,addicted
7686,10,27,3,1,76,2,25,6,7,31,addicted
7687,2,23,1,0,61,0,26,8,1,18,not addicted
7688,6,38,3,0,72,0,43,6,4,26,addicted
7689,3,25,3,1,45,0,25,10,2,30,not addicted
7690,3,30,2,1,50,1,32,6,2,23,not addicted
7691,10,45,1,1,71,0,35,5,7,27,addicted
7692,12,35,1,1,76,1,39,7,8,20,addicted
7693,9,28,1,1,71,0,18,6,6,28,addicted
7694,3,27,2,0,47,0,34,11,2,31,not addicted
7695,12,43,1,2,68,1,34,7,8,27,addicted
7696,10,27,2,0,47,1,23,7,6,26,not addicted
7697,1,22,0,3,59,1,40,4,0,23,not addicted
7698,8,49,2,1,57,2,43,10,5,23,addicted
7699,6,22,2,3,77,1,42,6,4,29,addicted
7700,2,30,1,2,41,3,38,4,0,25,not addicted
7701,5,33,2,2,48,0,50,7,4,34,not addicted
7702,4,30,2,2,63,0,41,3,3,26,addicted
7703,12,39,4,1,65,1,41,3,8,30,addicted
7704,5,22,3,1,57,1,54,7,4,31,not addicted
7705,1,20,3,1,65,1,32,9,0,31,not addicted
7706,10,30,1,0,50,1,20,3,6,20,not addicted
7707,4,35,2,1,74,1,36,6,3,27,addicted
7708,5,32,1,1,54,2,39,4,4,34,addicted
7709,9,29,0,1,49,0,34,6,6,32,not addicted
7710,9,38,3,1,84,3,24,7,6,32,addicted
7711,4,24,3,0,73,0,34,5,3,32,addicted
7712,1,23,0,0,52,0,48,2,0,19,not addicted
7713,8,16,0,1,50,0,40,4,5,32,not addicted
7714,8,26,1,0,41,1,49,9,5,35,not addicted
7715,2,24,2,0,56,1,21,8,0,21,not addicted
7716,4,21,3,0,76,1,22,4,3,36,addicted
7717,8,34,3,4,59,3,16,6,5,31,addicted
7718,9,22,1,2,52,1,27,7,6,24,not addicted
7719,9,26,1,1,49,1,31,9,6,31,not addicted
7720,7,41,1,0,46,2,32,6,5,36,addicted
7721,7,39,4,2,58,1,29,4,4,35,addicted
7722,4,21,0,1,55,0,52,8,3,20,not addicted
7723,8,28,0,1,56,1,35,5,5,16,addicted
7724,12,35,1,3,74,1,15,4,8,28,addicted
7725,1,32,0,0,41,0,46,6,0,25,not addicted
7726,10,35,3,1,66,1,34,6,7,40,addicted
7727,10,29,0,0,75,3,26,5,7,36,addicted
7728,6,30,2,1,58,2,24,4,4,34,addicted
7729,6,23,3,1,63,1,22,5,4,22,addicted
7730,10,35,3,3,80,1,23,6,6,25,addicted
7731,4,36,2,3,81,1,37,5,3,32,addicted
7732,3,23,1,0,49,1,27,6,2,32,not addicted
7733,6,28,1,2,62,1,26,7,4,23,addicted
7734,8,50,3,0,64,1,30,5,5,25,addicted
7735,4,46,5,0,73,3,33,6,3,36,addicted
7736,7,30,4,3,76,2,17,4,4,30,addicted
7737,2,22,0,0,66,3,45,4,1,30,not addicted
7738,2,22,1,0,66,2,38,8,0,29,not addicted
7739,2,20,0,1,56,0,25,7,1,27,not addicted
7740,2,21,2,1,37,1,46,5,0,25,not addicted
7741,4,33,2,1,59,3,21,5,3,31,addicted
7742,9,17,1,0,46,1,31,5,6,32,not addicted
7743,6,32,2,2,41,0,35,2,4,27,not addicted
7744,3,26,2,1,40,1,38,6,2,34,not addicted
7745,4,30,3,2,64,3,15,5,3,44,addicted
7746,10,34,3,0,74,2,24,5,6,41,addicted
7747,6,20,3,0,44,1,21,11,4,22,not addicted
7748,5,20,2,2,49,0,54,8,3,14,not addicted
7749,7,25,0,1,55,0,23,5,4,30,not addicted
7750,4,20,1,0,52,0,46,2,3,35,not addicted
7751,6,39,0,0,71,0,22,7,4,13,addicted
7752,6,37,2,2,76,1,16,6,4,28,addicted
7753,2,19,2,1,50,1,46,8,1,26,not addicted
7754,4,24,1,1,64,0,39,8,3,25,not addicted
7755,4,25,1,0,58,0,49,9,3,30,not addicted
7756,7,28,4,1,69,2,24,6,5,28,addicted
7757,12,35,1,2,64,1,16,2,8,30,addicted
7758,9,30,1,0,50,1,40,10,6,25,not addicted
7759,2,19,2,2,27,1,42,7,1,32,not addicted
7760,10,31,1,1,49,2,32,5,6,25,not addicted
7761,8,42,0,2,59,0,27,2,5,29,addicted
7762,1,23,0,1,56,1,46,5,0,19,not addicted
7763,8,31,4,0,72,1,17,8,5,35,addicted
7764,12,41,1,1,71,1,27,8,8,29,addicted
7765,6,32,1,1,67,2,41,3,4,38,addicted
7766,4,23,1,0,51,0,41,7,2,29,not addicted
7767,2,25,0,0,73,1,50,9,1,22,not addicted
7768,3,28,0,1,58,1,23,4,2,21,not addicted
7769,10,39,3,1,63,1,41,6,6,27,addicted
7770,10,16,1,0,45,1,29,5,6,19,not addicted
7771,9,29,2,0,57,0,28,5,6,28,not addicted
7772,10,23,2,1,44,0,32,5,7,24,not addicted
7773,6,41,3,2,68,1,22,6,4,20,addicted
7774,6,24,0,1,51,0,26,6,4,21,not addicted
7775,5,37,1,3,79,3,27,6,3,30,addicted
7776,2,30,1,0,55,0,55,6,1,21,not addicted
7777,3,25,2,0,46,0,51,4,2,23,not addicted
7778,2,22,3,0,45,1,28,6,1,32,not addicted
7779,5,18,2,1,44,1,26,8,4,22,not addicted
7780,9,18,0,1,67,0,52,6,6,28,not addicted
7781,8,30,2,1,56,2,44,9,5,40,addicted
7782,8,16,0,0,53,0,32,7,5,27,not addicted
7783,10,27,1,0,81,1,40,4,6,27,addicted
7784,8,34,4,1,69,2,18,7,5,29,addicted
7785,1,28,1,2,53,0,35,7,0,38,not addicted
7786,8,33,0,1,78,0,30,7,5,29,addicted
7787,5,36,4,0,40,1,23,5,4,27,not addicted
7788,2,22,1,0,51,0,51,8,1,25,not addicted
7789,10,29,0,0,39,0,37,3,6,31,not addicted
7790,9,38,2,2,57,2,38,6,6,21,not addicted
7791,4,32,0,0,72,2,17,5,3,31,addicted
7792,7,25,0,1,80,2,29,4,5,30,addicted
7793,10,41,0,0,79,0,21,5,7,33,addicted
7794,12,37,2,0,70,2,30,4,9,22,addicted
7795,2,34,1,0,67,1,31,7,1,20,not addicted
7796,7,28,3,3,75,1,32,6,5,34,addicted
7797,3,26,0,0,57,0,38,5,2,27,not addicted
7798,6,20,2,1,45,0,53,6,4,30,not addicted
7799,4,38,0,1,73,1,22,5,3,28,addicted
7800,3,18,1,0,47,1,24,5,2,28,not addicted
7801,10,31,1,1,74,0,22,6,7,30,addicted
7802,5,32,1,3,64,2,29,7,4,36,addicted
7803,2,29,2,1,57,0,40,5,1,20,not addicted
7804,9,38,4,0,65,0,20,6,6,21,addicted
7805,3,38,0,1,42,1,35,5,2,25,not addicted
7806,8,17,1,0,48,0,45,5,5,27,not addicted
7807,5,29,1,1,49,1,27,5,3,21,not addicted
7808,7,36,0,2,59,2,38,6,4,28,addicted
7809,8,25,1,1,46,0,22,9,6,21,not addicted
7810,11,46,4,2,78,2,30,5,7,27,addicted
7811,3,25,2,1,55,0,48,7,2,24,not addicted
7812,11,42,1,0,62,1,37,6,7,32,addicted
7813,7,33,3,1,70,1,22,9,5,27,addicted
7814,9,34,1,0,51,1,30,6,6,23,not addicted
7815,3,25,0,1,41,1,43,7,2,13,not addicted
7816,10,37,3,0,68,2,26,7,7,25,addicted
7817,5,26,2,1,72,1,36,4,4,28,addicted
7818,1,23,1,0,49,0,33,5,0,22,not addicted
7819,11,41,1,2,57,2,32,5,7,32,addicted
7820,5,45,2,0,74,2,38,7,3,32,addicted
7821,8,41,1,0,63,2,36,5,5,33,addicted
7822,11,37,1,0,77,3,22,6,8,34,addicted
7823,8,22,1,1,58,0,39,5,5,20,not addicted
7824,5,45,2,1,75,3,34,9,3,39,addicted
7825,11,37,2,2,76,1,34,4,7,27,addicted
7826,11,34,3,5,74,2,23,5,8,27,addicted
7827,3,26,2,1,51,1,49,4,2,27,not addicted
7828,8,45,2,0,72,3,23,5,5,38,addicted
7829,9,33,2,2,61,1,22,4,6,15,not addicted
7830,1,23,1,0,57,1,39,7,0,35,not addicted
7831,6,32,1,0,63,1,15,2,4,34,addicted
7832,12,50,0,0,52,1,23,5,8,29,addicted
7833,9,32,3,1,64,3,30,0,6,36,addicted
7834,8,30,2,1,59,0,26,5,5,28,not addicted
7835,4,22,2,1,52,1,32,6,3,19,not addicted
7836,10,25,2,0,50,2,37,6,6,33,not addicted
7837,1,30,2,0,42,2,20,7,0,31,not addicted
7838,6,31,1,0,42,1,29,7,4,28,not addicted
7839,4,39,2,2,48,0,30,7,3,16,not addicted
7840,1,17,3,1,56,0,33,7,0,21,not addicted
7841,11,41,1,2,70,1,25,6,8,22,addicted
7842,5,32,1,3,70,4,34,7,3,29,addicted
7843,2,32,2,1,53,1,42,7,1,27,not addicted
7844,12,49,2,1,72,2,39,5,8,26,addicted
7845,11,48,3,0,76,1,20,4,7,34,addicted
7846,5,18,2,1,57,0,30,5,4,23,not addicted
7847,11,41,2,2,66,0,40,5,7,34,addicted
7848,7,33,2,1,50,0,23,6,5,20,not addicted
7849,4,35,3,1,90,2,27,6,3,27,addicted
7850,12,29,0,2,74,1,36,9,8,24,addicted
7851,2,27,3,1,45,0,20,8,1,27,not addicted
7852,3,26,5,0,41,1,42,4,2,16,not addicted
7853,6,23,2,0,38,0,43,6,4,22,not addicted
7854,10,35,4,2,61,1,24,4,7,32,addicted
7855,3,24,0,2,37,1,43,7,2,29,not addicted
7856,1,25,2,0,49,1,30,6,0,19,not addicted
7857,4,20,2,1,46,1,30,5,3,29,not addicted
7858,6,35,3,2,68,2,22,5,5,26,addicted
7859,6,24,3,2,61,1,49,7,4,36,not addicted
7860,12,46,2,1,77,1,44,3,9,33,addicted
7861,9,39,1,3,68,1,21,8,6,29,addicted
7862,5,20,1,0,52,0,33,4,4,16,not addicted
7863,11,32,3,2,76,2,28,7,8,23,addicted
7864,4,35,0,2,82,1,31,4,3,27,addicted
7865,10,29,1,3,79,0,29,5,7,26,addicted
7866,5,26,0,0,48,0,42,5,3,29,not addicted
7867,11,31,1,1,59,0,35,8,7,38,addicted
7868,4,27,3,2,68,0,39,7,3,27,addicted
7869,10,40,2,1,68,3,33,11,6,32,addicted
7870,2,26,2,2,56,1,24,6,0,27,not addicted
7871,5,16,0,0,51,0,32,9,3,24,not addicted
7872,9,36,2,0,70,2,42,6,5,20,addicted
7873,4,36,2,3,76,3,25,6,3,36,addicted
7874,2,15,3,1,58,0,42,7,0,27,not addicted
7875,9,28,0,2,62,0,21,5,6,32,not addicted
7876,1,28,0,1,57,1,55,6,0,28,not addicted
7877,4,31,0,1,65,1,52,7,3,25,not addicted
7878,6,38,1,1,67,1,26,4,4,29,addicted
7879,8,33,1,1,55,0,32,6,5,24,not addicted
7880,4,29,1,0,51,0,30,8,3,25,not addicted
7881,3,38,0,2,72,0,19,6,2,27,addicted
7882,2,30,1,0,46,0,30,4,0,33,not addicted
7883,8,36,2,3,78,1,41,3,5,29,addicted
7884,8,30,3,2,70,1,30,8,5,38,addicted
7885,2,20,1,1,61,0,44,4,1,19,not addicted
7886,11,31,0,2,68,1,37,7,7,25,addicted
7887,1,23,1,0,53,0,49,6,0,17,not addicted
7888,11,42,3,0,81,1,24,7,7,24,addicted
7889,11,43,1,2,78,1,23,6,8,24,addicted
7890,6,20,0,2,58,2,47,6,4,30,not addicted
7891,12,39,1,2,72,1,37,6,9,30,addicted
7892,5,29,2,1,50,0,47,5,4,19,not addicted
7893,5,28,1,1,46,1,50,1,4,18,not addicted
7894,4,24,0,1,44,0,21,10,3,25,not addicted
7895,1,24,1,0,56,0,49,7,0,18,not addicted
7896,3,18,1,2,48,0,41,5,1,24,not addicted
7897,4,24,0,2,46,2,31,6,3,41,not addicted
7898,5,26,0,3,54,2,38,3,4,32,addicted
7899,7,47,3,1,69,1,40,7,5,34,addicted
7900,3,29,2,0,46,1,28,8,2,22,not addicted
7901,12,27,0,2,53,3,43,6,9,30,addicted
7902,12,36,0,1,66,0,35,4,8,35,addicted
7903,4,24,3,2,57,1,30,5,3,27,not addicted
7904,2,27,3,0,46,0,35,6,0,19,not addicted
7905,4,31,3,0,82,2,17,7,3,37,addicted
7906,3,33,0,0,45,0,28,7,2,34,not addicted
7907,9,42,4,2,59,3,39,7,6,30,addicted
7908,5,21,1,0,49,1,33,5,3,24,not addicted
7909,12,25,2,1,54,1,42,4,8,34,addicted
7910,8,24,2,1,42,0,26,3,5,28,not addicted
7911,3,22,1,1,52,0,32,6,2,14,not addicted
7912,4,32,2,0,68,0,32,4,3,28,addicted
7913,2,20,1,0,50,1,42,7,0,28,not addicted
7914,3,32,1,2,60,0,33,6,2,24,not addicted
7915,11,32,2,1,65,0,38,4,8,26,addicted
7916,3,29,0,0,47,2,35,2,2,24,not addicted
7917,10,40,5,1,65,1,18,5,7,27,addicted
7918,4,34,2,0,67,1,22,4,3,36,addicted
7919,2,26,1,0,56,2,53,7,0,30,not addicted
7920,2,31,0,0,48,1,53,7,0,27,not addicted
7921,11,30,3,1,72,1,31,5,7,43,addicted
7922,1,19,1,1,60,0,40,7,0,24,not addicted
7923,10,33,2,2,68,3,21,6,6,30,addicted
7924,10,28,4,0,56,0,30,3,7,22,addicted
7925,10,20,2,1,47,0,22,5,6,27,not addicted
7926,3,21,0,0,61,0,39,7,2,11,not addicted
7927,1,22,2,0,42,0,36,10,0,20,not addicted
7928,6,35,1,1,59,1,39,7,4,22,not addicted
7929,9,30,1,0,60,0,40,6,6,27,not addicted
7930,11,31,3,1,63,0,20,7,7,21,addicted
7931,8,22,1,1,40,1,36,6,5,25,not addicted
7932,4,25,0,1,49,0,45,7,3,31,not addicted
7933,7,25,1,1,79,2,38,5,4,28,addicted
7934,9,35,0,2,81,2,18,7,6,36,addicted
7935,10,25,3,2,67,1,41,4,6,23,addicted
7936,3,17,2,0,40,0,23,4,2,17,not addicted
7937,5,29,4,0,74,1,19,3,3,26,addicted
7938,5,37,2,0,69,1,31,7,3,24,addicted
7939,3,25,1,1,55,0,32,8,2,23,not addicted
7940,5,37,1,2,53,0,47,11,4,15,not addicted
7941,2,32,0,1,59,1,21,9,0,22,not addicted
7942,2,19,0,0,38,1,51,7,1,23,not addicted
7943,2,29,1,0,65,0,44,5,0,22,not addicted
7944,12,40,3,2,58,0,22,6,8,29,addicted
7945,9,25,0,0,47,1,42,6,6,22,not addicted
7946,6,35,1,1,83,1,36,5,4,20,addicted
7947,8,29,0,0,76,0,15,3,5,23,addicted
7948,2,22,2,1,51,1,45,3,1,27,not addicted
7949,9,27,1,1,81,0,30,9,6,35,addicted
7950,5,35,2,3,79,0,41,5,4,29,addicted
7951,6,35,2,1,82,3,29,2,4,39,addicted
7952,7,34,1,1,86,3,17,6,5,29,addicted
7953,9,28,1,2,64,2,32,6,6,26,addicted
7954,2,19,0,1,46,1,38,6,0,17,not addicted
7955,7,37,2,1,73,2,31,3,4,27,addicted
7956,8,20,1,1,53,1,42,6,5,28,not addicted
7957,3,23,1,1,40,1,45,3,1,23,not addicted
7958,8,19,1,0,60,1,42,6,5,26,not addicted
7959,7,30,1,1,68,0,19,6,5,28,addicted
7960,9,24,0,1,47,1,52,4,6,22,not addicted
7961,3,21,0,0,45,0,26,8,1,23,not addicted
7962,7,13,1,0,45,1,51,5,5,20,not addicted
7963,10,43,2,2,62,0,20,6,6,34,addicted
7964,2,26,0,1,52,1,28,4,1,21,not addicted
7965,1,22,1,1,57,0,44,5,0,22,not addicted
7966,10,20,3,2,63,3,24,8,6,44,addicted
7967,7,35,1,1,79,0,41,7,5,26,addicted
7968,7,33,2,2,69,0,27,5,5,32,addicted
7969,5,29,2,0,54,1,51,7,3,25,not addicted
7970,7,35,1,2,63,2,30,4,4,34,addicted
7971,3,30,2,2,70,2,41,4,2,29,addicted
7972,2,27,0,0,52,0,52,9,1,29,not addicted
7973,9,28,1,0,55,1,52,8,6,23,not addicted
7974,9,39,3,0,61,2,16,4,6,28,addicted
7975,6,35,0,1,91,1,20,10,4,35,addicted
7976,11,41,3,2,70,2,15,6,8,29,addicted
7977,8,22,3,0,58,1,50,5,5,26,not addicted
7978,11,33,4,1,61,1,23,5,8,25,addicted
7979,2,36,0,1,35,0,20,6,1,34,not addicted
7980,9,22,1,0,53,1,31,6,6,23,not addicted
7981,7,30,2,1,44,1,31,8,5,28,not addicted
7982,6,24,2,1,47,0,39,5,4,19,not addicted
7983,10,32,3,2,71,1,36,4,6,32,addicted
7984,2,33,2,0,44,1,31,7,1,21,not addicted
7985,5,42,2,1,71,1,16,5,4,34,addicted
7986,6,13,0,0,50,0,21,7,4,22,not addicted
7987,4,22,1,2,77,2,20,4,3,23,addicted
7988,2,15,2,3,57,0,35,7,0,24,not addicted
7989,10,28,0,2,60,2,31,3,6,34,addicted
7990,10,32,2,1,62,0,39,5,6,17,addicted
7991,3,22,1,1,55,0,44,12,2,20,not addicted
7992,7,36,3,1,69,0,43,4,4,27,addicted
7993,3,20,2,0,55,0,53,6,2,31,not addicted
7994,12,39,2,1,62,3,31,5,9,37,addicted
7995,10,16,1,0,52,0,39,7,6,26,not addicted
